PERMNO,HTICK,HCOMNAM,HTSYMBOL,CUSIP,BEGDAT,ENDDAT
12974,,FIRST TRUST ENERGY INFRASTR FUND,FIF,33738C10,2011-09-28,2024-05-03
12975,TILT,FLEXSHARES TRUST,TILT,33939L10,2011-09-22,2024-12-31
12976,,MACY R H & CO INC,,55613910,1925-12-31,1986-07-15
12977,,AMERICAN FOODS INC,,02621310,1972-12-14,1976-08-27
12978,GUNR,FLEXSHARES TRUST,GUNR,33939L40,2011-09-22,2024-12-31
12979,TDTT,FLEXSHARES TRUST,TDTT,33939L50,2011-09-22,2024-12-31
12980,TDTF,FLEXSHARES TRUST,TDTF,33939L60,2011-09-22,2024-12-31
12981,FBIN,FORTUNE BRANDS INNOVATIONS INC,FBIN,34964C10,2011-10-04,2024-12-31
12982,FSM,FORTUNA MINING CORP,FSM,34994210,2011-09-20,2024-12-31
12983,,A G F INVESTMENTS TRUST,MOM,00110G10,2011-09-07,2021-03-12
12984,,MADISON SQUARE GARDEN CORP,,55826020,1925-12-31,1977-08-19
12985,,AMERICAN FOUNDATION LIFE INS CO,,02626710,1973-04-10,1974-05-20
12986,,A G F INVESTMENTS TRUST,CHEP,00110G20,2011-09-13,2020-12-11
12987,,F Q F TRUST,BTAH,35168030,2011-09-13,2012-11-02
12988,,A G F INVESTMENTS TRUST,SIZ,00110G30,2011-09-07,2019-12-13
12989,,F Q F TRUST,QLT,35168050,2011-09-07,2012-11-02
12990,,F Q F TRUST,NOMO,35168060,2011-09-07,2012-11-02
12991,BTAL,A G F INVESTMENTS TRUST,BTAL,00110G40,2011-09-13,2024-12-31
12992,,MALLINSON & CO INC,,56199090,1925-12-31,1935-07-15
12993,,AMERICAN FOUNDERS LIFE INS CO,,02628510,1972-12-14,1977-09-14
12994,FNV,FRANCO NEVADA CORP,FNV,35185810,2011-09-08,2024-12-31
12995,,INVESCO E T F TRUST II,DSUM,46138E88,2011-09-23,2019-02-20
12996,PFIG,INVESCO E T F TRUST II,PFIG,46138E69,2011-09-15,2024-12-31
12997,XHS,SPDR SERIES TRUST,XHS,78464A57,2011-09-29,2024-12-31
12998,XSW,SPDR SERIES TRUST,XSW,78464A59,2011-09-29,2024-12-31
12999,XAR,SPDR SERIES TRUST,XAR,78464A63,2011-09-29,2024-12-31
13000,CANE,TEUCRIUM COMMODITY TRUST,CANE,88166A40,2011-09-19,2024-12-31
13001,WEAT,TEUCRIUM COMMODITY TRUST,WEAT,88166A50,2011-09-19,2024-12-31
13002,SOYB,TEUCRIUM COMMODITY TRUST,SOYB,88166A60,2011-09-19,2024-12-31
13003,,VEREIT INC,VER,92339V30,2011-09-07,2021-10-29
13004,,MANATI SUGAR CO,,56204310,1925-12-31,1961-02-17
13005,,AMERICAN FRONTIER EXPL INC,AFEX,02629530,1980-10-27,1986-06-27
13006,FMNB,FARMERS NATIONAL BANC CORP,FMNB,30962710,2011-09-15,2024-12-31
13007,LCNB,L C N B CORP,LCNB,50181P10,2011-09-08,2024-12-31
13008,,STARZ,STRZA,85571Q10,2011-09-26,2016-12-08
13009,,STARZ,STRZB,85571Q20,2011-09-26,2016-12-08
13010,,LIBERTY MEDIA CORP 2ND NEW,LSTZA,53032230,2011-09-26,2011-11-28
13011,,LIBERTY MEDIA CORP 2ND NEW,LSTZB,53032240,2011-09-26,2011-11-28
13012,,MANHATTAN INDUSTRIES INC,,56287610,1925-12-31,1988-04-07
13013,,OCEAN RIG U D W INC,ORIG,G6696411,2011-10-06,2018-12-04
13014,,POAGE BANKSHARES INC,PBSK,73020610,2011-09-13,2018-12-07
13015,,STUDENT TRANSPORTATION INC,STB,86388A10,2011-09-06,2018-04-27
13016,SURE,ADVISORSHARES TRUST,SURE,00768Y81,2011-10-05,2024-12-31
13017,,INVESCO CURRENCYSHARES CHI REN T,FXCH,46138X10,2011-10-04,2020-02-14
13018,,EXELIS INC,XLS,30162A10,2011-11-01,2015-05-28
13019,GNE,GENIE ENERGY LTD,GNE,37228420,2011-10-31,2024-12-31
13020,,MANHATTAN BEACH CO,,56299190,1925-12-31,1926-03-31
13021,,AMERICAN FUNERAL HOMES INC,,02630110,1973-02-09,1973-12-06
13022,,GUGGENHEIM EQUAL WT EN EQ INC FD,GEQ,40167M10,2011-10-27,2017-03-17
13023,LEMB,ISHARES INC,LEMB,46428651,2011-10-20,2024-12-31
13024,ACWV,ISHARES INC,ACWV,46428652,2011-10-20,2024-12-31
13025,EEMV,ISHARES INC,EEMV,46428653,2011-10-20,2024-12-31
13026,EFAV,ISHARES TRUST,EFAV,46429B68,2011-10-20,2024-12-31
13027,USMV,ISHARES TRUST,USMV,46429B69,2011-10-20,2024-12-31
13028,,MARKET VECTORS E T F TRUST,CHLC,57060U28,2011-10-12,2014-12-12
13029,SVXY,PROSHARES TRUST II,SVXY,74347W13,2011-10-04,2024-12-31
13030,UVXY,PROSHARES TRUST II,UVXY,74347Y75,2011-10-04,2024-12-31
13031,KOLD,PROSHARES TRUST II,KOLD,74347Y81,2011-10-06,2024-12-31
13032,BOIL,PROSHARES TRUST II,BOIL,74347Y74,2011-10-06,2024-12-31
13033,SCHD,SCHWAB STRATEGIC TRUST,SCHD,80852479,2011-10-20,2024-12-31
13034,,TORTOISE PIPELINE & ENER FD INC,TTP,89148H20,2011-10-27,2024-12-20
13035,XYL,XYLEM INC,XYL,98419M10,2011-11-01,2024-12-31
13036,,A S B BANCORP INC,ASBB,00213T10,2011-10-12,2017-09-29
13037,,B S B BANCORP INC MD,BLMT,05573H10,2011-10-05,2019-03-29
13038,,BURCON NUTRASCIENCE CORP,BRCN,12083110,2011-10-27,2022-09-09
13039,,MANILA ELEC CORP,,56399090,1925-12-31,1928-03-13
13040,,AMERICAN FURNITURE INC,AFUR,02630310,1972-12-14,1986-10-31
13041,,LUMOS NETWORKS CORP,LMOS,55028310,2011-11-01,2017-11-16
13042,,RUSSELL E T F TRUST,SCLP,78247447,2011-10-05,2012-10-16
13043,,RUSSELL E T F TRUST,SCOG,78247449,2011-10-05,2012-10-16
13044,,RUSSELL E T F TRUST,SCTR,78247448,2011-10-05,2012-10-05
13045,,RUSSELL E T F TRUST,SGGG,78247451,2011-10-05,2012-10-16
13046,UI,UBIQUITI INC,UI,90353W10,2011-10-14,2024-12-31
13047,,MARATHON OIL CO,,56584510,1925-12-31,1982-03-11
13048,,AMERICAN GOLD MINERALS CORP,AGMC,02637410,1980-11-26,1984-09-28
13049,,ZELTIQ AESTHETICS INC,ZLTQ,98933Q10,2011-10-19,2017-04-27
13055,,MARACAIBO OIL EXPL CORP,,56599090,1925-12-31,1964-03-05
13056,,AMERICAN GREETINGS CORP,AM,02637510,1972-12-14,2013-08-08
13063,,MARCOR INC,,56631910,1925-12-31,1976-07-01
13064,,ENCORE GROUP,EGRP,29255610,1972-12-14,1991-05-22
13071,,MARKET STR RY CO,,57099090,1925-12-31,1938-08-04
13072,,AMERICAN HEALTH SVCS INC,,02649510,1972-12-14,1974-05-10
13076,BUI,BLACKROCK UTIL INFRA & PWR OP TR,BUI,09248D10,2011-11-23,2024-12-31
13077,,CHESAPEAKE GRANITE WASH TRUST,CHKR,16518510,2011-11-11,2020-02-28
13078,,DIGITAL DOMAIN MEDIA GROUP INC,DDMG,25386U10,2011-11-18,2012-09-10
13079,PVL,PERMIANVILLE ROYAL TRUST,PVL,71425H10,2011-11-03,2024-12-31
13080,,IMPERVA INC,IMPV,45321L10,2011-11-09,2019-01-09
13081,,INVENSENSE INC,INVN,46123D20,2011-11-16,2017-05-17
13082,,ISHARES TRUST,IPFF,46429B13,2011-11-17,2021-08-23
13083,,L R R ENERGY L P,LRE,50214A10,2011-11-11,2015-10-05
13084,,MANNING & NAPIER INC,MN,56382Q10,2011-11-18,2022-10-20
13085,VAC,MARRIOTT VACATIONS WORLDWIDE COR,VAC,57164Y10,2011-11-22,2024-12-31
13086,,PIMCO E T F TRUST,AUD,72201R74,2011-11-01,2014-09-26
13087,,PIMCO E T F TRUST,CAD,72201R75,2011-11-10,2014-09-26
13088,,PIMCO E T F TRUST,BUND,72201R76,2011-11-10,2014-09-26
13089,KBWR,INVESCO E T F TRUST II,KBWR,46138E57,2011-11-01,2024-12-31
13090,,POWERSHARES E T F TRUST II,KBWI,73937B72,2011-11-01,2016-03-18
13091,,POWERSHARES E T F TRUST II,KBWC,73937B73,2011-11-01,2016-03-18
13092,KBWB,INVESCO E T F TRUST II,KBWB,46138E62,2011-11-01,2024-12-31
13093,,RENTECH NITROGEN PARTNERS L P,RNF,76011310,2011-11-04,2016-03-31
13094,,RUSSELL E T F TRUST,XHMO,78247442,2011-11-03,2012-10-16
13095,,RUSSELL E T F TRUST,XLVO,78247444,2011-11-03,2012-10-16
13096,,RUSSELL E T F TRUST,XLBT,78247446,2011-11-03,2012-10-16
13097,,ALIO GOLD INC,ALO,01627X10,2011-11-04,2020-06-30
13098,,MARLIN ROCKWELL CORP,,57199190,1925-12-31,1938-07-25
13099,,AMERICAN HELIOTHERMAL CORP,AHMC,02649720,1978-04-24,1986-09-18
13100,,MAY DEPARTMENT STORES CO,MAY,57777810,1925-12-31,2005-08-29
13101,,AMERICAN HOME INDS CORP,AHICE,02660010,1978-06-21,1987-12-21
13102,CPER,UNITED STATES CMDTY INDEX FDS TR,CPER,91171810,2011-11-15,2024-12-31
13103,APTV,APTIV PLC NEW,APTV,G3265R10,2011-11-17,2024-12-31
13104,,PACIFIC DRILLING S A,PACD,L7257P11,2011-11-11,2017-09-12
13105,ACHC,ACADIA HEALTHCARE CO INC,ACHC,00404A10,2011-11-01,2024-12-31
13106,,ANGIES LIST INC,ANGI,03475410,2011-11-17,2017-09-29
13107,,CLOVIS ONCOLOGY INC,CLVS,18946410,2011-11-16,2022-12-20
13108,GRPN,GROUPON INC,GRPN,39947320,2011-11-04,2024-12-31
13109,,INTERMOLECULAR INC,IMI,45882D10,2011-11-18,2019-09-19
13110,,MATTRESS FIRM HOLDING CORP,MFRM,57722W10,2011-11-18,2016-09-16
13111,,LUMOS PHARMA INC,LUMO,55028X10,2011-11-11,2024-12-11
13112,,NORTEK INC,NTK,65655930,2011-11-15,2016-08-31
13113,,LILIS ENERGY INC,LLEX,53240320,2011-11-02,2020-06-26
13114,SOCL,GLOBAL X FUNDS,SOCL,37950E41,2011-11-15,2024-12-31
13115,,ORCHARD SUPPLY HRDWRE STORES CP,OSH,68569140,2012-01-03,2013-06-25
13116,CIVI,CIVITAS RESOURCES INC,CIVI,17888H10,2011-12-15,2024-12-31
13117,,DIREXION SHARES E T F TRUST,KNOW,25459Y76,2011-12-08,2020-10-16
13118,,DIREXION SHARES E T F TRUST,INSD,25459Y77,2011-12-08,2013-01-18
13119,,MAYTAG CORP,MYG,57859210,1925-12-31,2006-03-31
13120,,DIVERSICARE CORP OF AMERICA,DIVC,25510320,1983-08-16,1990-10-29
13121,,PARETEUM CORP,TEUM,69946T20,2011-12-05,2020-11-11
13122,GREK,GLOBAL X FUNDS,GREK,37954Y31,2011-12-08,2024-12-31
13123,,CRESTWOOD MIDSTREAM PARTNERS LP,CMLP,22637810,2011-12-16,2015-09-30
13124,VTLE,VITAL ENERGY INC,VTLE,51680620,2011-12-15,2024-12-31
13125,,MARKET VECTORS E T F TRUST,RKH,57060U17,2011-12-21,2014-12-12
13126,BBH,VANECK E T F TRUST,BBH,92189F72,2011-12-21,2024-12-31
13127,,MC CRORY STORES CORP,,57999090,1925-12-31,1936-05-05
13128,,AMERICAN HOME SHIELD CORP,AHSC,02663220,1972-12-14,1989-10-27
13129,OIH,VANECK E T F TRUST,OIH,92189H60,2011-12-21,2024-12-31
13130,PPH,VANECK E T F TRUST,PPH,92189F69,2011-12-21,2024-12-31
13131,RTH,VANECK E T F TRUST,RTH,92189F68,2011-12-21,2024-12-31
13132,SMH,VANECK E T F TRUST,SMH,92189F67,2011-12-21,2024-12-31
13133,,ROSE ROCK MIDSTREAM L P,RRMS,77714910,2011-12-09,2016-09-29
13134,,ROUSE PROPERTIES INC,RSE,77928710,2012-01-13,2016-07-05
13135,,MCINTYRE MINES LTD,MTYRF,58123810,1925-12-31,1989-01-20
13136,,AMERICAN HOUSING SYSTEM CORP,,02670410,1972-12-14,1974-06-05
13137,SPTS,SPDR SERIES TRUST,SPTS,78468R10,2011-12-01,2024-12-31
13138,FLRN,SPDR SERIES TRUST,FLRN,78468R20,2011-12-01,2024-12-31
13139,,SANCHEZ ENERGY CORP,SN,79970Y10,2011-12-14,2019-02-19
13140,,TASMAN METALS LTD,TAS,87652B10,2011-12-02,2016-02-04
13141,,W P X ENERGY INC,WPX,98212B10,2012-01-03,2021-01-06
13142,CPRI,CAPRI HOLDINGS LTD,CPRI,G1890L10,2011-12-15,2024-12-31
13143,,M G M GRAND HOTELS INC,,55301210,1925-12-31,1986-04-25
13144,,AMERICAN INCOME LIFE INS CO,AINC,02673510,1972-12-14,1989-05-01
13145,,GAZIT GLOBE LTD,GZT,M4793C10,2011-12-14,2019-03-07
13151,,MIAMI COPPER CO,,59399090,1925-12-31,1960-07-08
13152,,AMERICAN INDEMNITY FINL CORP,AIFC,02675910,1977-04-01,1999-08-10
13159,FBIO,FORTRESS BIOTECH INC,FBIO,34960Q30,2011-12-19,2024-12-31
13160,,JIVE SOFTWARE INC,JIVE,47760A10,2011-12-13,2017-06-09
13161,,CROSSROADS CAPITAL INC,XRDC,22765610,2011-12-12,2017-06-12
13162,,MID CON ENERGY PARTNERS L P,MCEP,59560V20,2011-12-15,2021-01-20
13163,,MEMORIAL PRODUCTION PARTNERS L P,MEMP,58604810,2011-12-09,2017-05-04
13165,,GLOBAL X FUNDS,QQQM,37950E38,2011-12-06,2012-10-18
13166,,GLOBAL X FUNDS,QQQV,37950E39,2011-12-06,2012-10-18
13167,,SYNERGY PHARMACEUTICALS INC,SGYP,87163930,2011-12-01,2019-03-07
13168,TRIP,TRIPADVISOR INC,TRIP,89694520,2011-12-21,2024-12-31
13169,,ZYNGA INC,ZNGA,98986T10,2011-12-16,2022-05-20
13170,,ADVISORSHARES TRUST,ACCU,00768Y78,2012-01-26,2015-01-09
13171,,ADVISORSHARES TRUST,SSAM,00768Y79,2012-01-12,2013-06-14
13172,,BROOKFIELD CA OFFICE PROPERTIES,BOXC,11282310,2012-01-09,2017-06-29
13173,,DIREXION SHARES E T F TRUST,VLAT,25459Y71,2012-01-11,2013-01-18
13174,,DIREXION SHARES E T F TRUST,VSPY,25459Y72,2012-01-11,2016-10-07
13175,,DIREXION SHARES E T F TRUST,VSPR,25459Y74,2012-01-11,2013-01-18
13176,DBL,DOUBLELINE OPPORTUN CREDIT FUND,DBL,25862310,2012-01-27,2024-12-31
13177,,EUNITS 2 YR U S MKT PARTICIP TR,ETUA,29841R10,2012-01-27,2014-01-24
13178,,MID CONTINENT PETE CORP,,59599190,1925-12-31,1955-05-13
13179,,AMERICAN INDUSTRIES LTD,AMII,02680110,1981-03-12,1983-03-08
13180,EMX,E M X ROYALTY CORP,EMX,26873J10,2012-01-30,2024-12-31
13181,GWRE,GUIDEWIRE SOFTWARE INC,GWRE,40171V10,2012-01-25,2024-12-31
13182,URTH,ISHARES INC,URTH,46428639,2012-01-12,2024-12-31
13183,,ISHARES TRUST,EWSS,46429B43,2012-01-12,2015-08-21
13184,,ISHARES TRUST,EWHS,46429B45,2012-01-12,2015-08-21
13185,,JUST ENERGY GROUP INC,JE,48213W40,2012-01-30,2021-03-22
13186,,MIDDLE STS OIL CORP,,59599290,1925-12-31,1930-09-27
13187,,AMERICAN INTEGRITY CORP,AIIC,02686310,1984-01-12,1993-06-22
13188,POST,POST HOLDINGS INC,POST,73744610,2012-02-06,2024-12-31
13189,EELV,INVESCO E T F TRUST II,EELV,46138E29,2012-01-13,2024-12-31
13190,IDLV,INVESCO E T F TRUST II,IDLV,46138E23,2012-01-13,2024-12-31
13191,,PRETIUM RESOURCES INC,PVG,74139C10,2012-01-12,2022-03-08
13192,,PROSHARES TRUST,FINF,74348A79,2012-01-12,2015-01-08
13193,RINF,PROSHARES TRUST,RINF,74348A81,2012-01-12,2024-12-31
13194,,MINNEAPOLIS & ST LOUIS RY CO,,60368790,1925-12-31,1936-10-17
13195,,PROSHARES TRUST,GGOV,74348A88,2012-01-26,2017-09-06
13196,RLGT,RADIANT LOGISTICS INC,RLGT,75025X10,2012-01-11,2024-12-31
13197,,SPDR INDEX SHARES FUNDS,GMFS,78463X52,2012-01-12,2015-03-18
13198,BOTJ,BANK OF JAMES FINL GROUP INC,BOTJ,47029910,2012-01-25,2024-12-31
13199,,ISHARES INC,EEME,46428638,2012-01-19,2015-08-21
13200,,ISHARES TRUST,EEML,46429B38,2012-01-19,2016-08-23
13201,,RENEWABLE ENERGY GROUP INC,REGI,75972A30,2012-01-19,2022-06-10
13202,VSTM,VERASTEM INC,VSTM,92337C20,2012-01-27,2024-12-31
13203,,WELLESLEY BANCORP INC,WEBK,94948510,2012-01-26,2020-05-29
13204,,ATLAS RESOURCE PARTNERS L P,ARP,04941A10,2012-03-14,2016-07-12
13206,CPAC,CEMENTOS PACASMAYO S A A,CPAC,15126Q20,2012-02-08,2024-12-31
13207,,MISSOURI KANSAS TEXAS RR CO,,60611310,1925-12-31,1968-04-05
13208,,CLAYMORE E T F TRUST 2,TAN,18383Q73,2012-02-15,2018-05-18
13209,,CUSHING ENERGY INCOME FUND,SRF,23162T10,2012-02-24,2020-05-29
13210,EPAM,EPAM SYSTEMS INC,EPAM,29414B10,2012-02-08,2024-12-31
13211,FGM,FIRST TR EXCH TRD ALPHADEX FD II,FGM,33737J19,2012-02-15,2024-12-31
13212,,FIRST TR EXCH TRD ALPHADEX FD II,FCAN,33737J20,2012-02-15,2020-10-30
13213,,FIRST TR EXCH TRD ALPHADEX FD II,FAUS,33737J21,2012-02-15,2020-10-30
13214,FKU,FIRST TR EXCH TRD ALPHADEX FD II,FKU,33737J22,2012-02-15,2024-12-31
13215,,MISSOURI PAC RR CO,,60699090,1925-12-31,1941-06-20
13216,,AMVESTORS FINANCIAL CORP,,03234330,1972-12-14,1997-12-19
13217,FSZ,FIRST TR EXCH TRD ALPHADEX FD II,FSZ,33737J23,2012-02-15,2024-12-31
13218,,FIRST TR EXCH TRD ALPHADEX FD II,FHK,33737J24,2012-02-15,2020-10-30
13219,NFTY,FIRST TR EXCH TRD ALPHADEX FD II,NFTY,33737J80,2012-02-15,2024-12-31
13220,FEMS,FIRST TR EXCH TRD ALPHADEX FD II,FEMS,33737J30,2012-02-16,2024-12-31
13221,FDTS,FIRST TR EXCH TRD ALPHADEX FD II,FDTS,33737J40,2012-02-16,2024-12-31
13222,,F X ALLIANCE INC,FX,36120210,2012-02-09,2012-08-17
13223,,MONTANA PWR CO,,61299090,1925-12-31,1929-05-08
13224,,AMERICAN LAFRANCE INC,,02709610,1972-12-14,1975-06-06
13225,,G S E HOLDING INC,GSE,36191X10,2012-02-10,2014-03-04
13226,,GLOBAL X FUNDS,PERM,37950E35,2012-02-08,2017-10-06
13227,,GREENWAY MEDICAL TECHNOLOGS INC,GWAY,39679B10,2012-02-02,2013-11-04
13228,DVYA,ISHARES INC,DVYA,46428629,2012-02-24,2024-12-31
13229,DVYE,ISHARES INC,DVYE,46428631,2012-02-24,2024-12-31
13230,SLVP,ISHARES INC,SLVP,46428632,2012-02-02,2024-12-31
13231,,MOON MTR CAR CO,,61599090,1925-12-31,1930-11-26
13232,,CRUISE AMERICA INC,,22878710,1984-06-08,1998-01-28
13233,RING,ISHARES INC,RING,46434G85,2012-02-02,2024-12-31
13234,FILL,ISHARES INC,FILL,46428634,2012-02-02,2024-12-31
13235,VEGI,ISHARES INC,VEGI,46428635,2012-02-02,2024-12-31
13236,PICK,ISHARES INC,PICK,46434G84,2012-02-02,2024-12-31
13237,,ISHARES TRUST,AMPS,46429B18,2012-02-16,2015-08-21
13238,,ISHARES TRUST,ENGN,46429B22,2012-02-16,2015-08-21
13239,,ISHARES TRUST,MONY,46429B25,2012-02-16,2015-08-21
13240,GOVT,ISHARES TRUST,GOVT,46429B26,2012-02-16,2024-12-31
13241,QLTA,ISHARES TRUST,QLTA,46429B29,2012-02-16,2024-12-31
13242,CMBS,ISHARES TRUST,CMBS,46429B36,2012-02-16,2024-12-31
13243,,VANECK E T F TRUST,FRAK,92189H70,2012-02-15,2021-10-15
13244,MTDR,MATADOR RESOURCES CO,MTDR,57648520,2012-02-02,2024-12-31
13245,EEMO,INVESCO E T F TRUST II,EEMO,46138E28,2012-02-24,2024-12-31
13246,IDMO,INVESCO E T F TRUST II,IDMO,46138E22,2012-02-24,2024-12-31
13247,,PROSHARES TRUST,SINF,74348A83,2012-02-09,2015-01-08
13248,,PROSHARES TRUST,UINF,74348A84,2012-02-09,2015-01-08
13249,PRLB,PROTO LABS INC,PRLB,74371310,2012-02-24,2024-12-31
13250,,ROUNDYS INC,RNDY,77926810,2012-02-08,2015-12-17
13251,,SPDR INDEX SHARES FUNDS,EMFT,78463X46,2012-02-28,2016-08-24
13252,SPGM,SPDR INDEX SHARES FUNDS,SPGM,78463X47,2012-02-28,2024-12-31
13253,,U S SILICA HOLDINGS INC,SLCA,90346E10,2012-02-01,2024-07-31
13254,VGI,VIRTUS GLOBAL MULTI SECTR INC FD,VGI,92829B10,2012-02-24,2024-12-31
13255,,A V G TECHNOLOGIES N V,AVG,N0783110,2012-02-02,2016-11-07
13256,,ISHARES TRUST,AAIT,46429B37,2012-02-09,2015-08-21
13257,,ISHARES TRUST,AXJS,46429B62,2012-02-03,2015-08-21
13258,,MOTHER LODE COALITION MINES CO,,61999290,1925-12-31,1938-04-09
13259,,AMERICAN LEISURE CORP DE,AMCOB,02714810,1980-03-25,1984-07-06
13260,BCOV,BRIGHTCOVE INC,BCOV,10921T10,2012-02-17,2024-12-31
13261,,BAZAARVOICE INC,BV,07327110,2012-02-24,2018-01-31
13262,,CHEMOCENTRYX INC,CCXI,16383L10,2012-02-08,2022-10-19
13263,,MELINTA THERAPEUTICS INC,MLNT,58549G20,2012-02-03,2020-01-10
13264,,CERES INC,CERE,15677340,2012-02-22,2016-07-29
13265,,ORBITAL INFRASTRUCTURE GROUP INC,OIG,68559A20,2012-02-17,2023-08-28
13266,,MOTION PICTURE CAP CORP,,61999390,1925-12-31,1929-10-23
13267,,CAESARS ENTERTAINMENT CORP,CZR,12768610,2012-02-08,2020-07-20
13268,EEMA,ISHARES INC,EEMA,46428642,2012-02-09,2024-12-31
13269,,ISHARES INC,EGRW,46428646,2012-02-09,2015-08-21
13270,,ISHARES INC,EMDI,46428641,2012-02-09,2015-08-21
13271,,ISHARES INC,EMEY,46428637,2012-02-09,2015-08-21
13272,,ISHARES INC,EVAL,46428645,2012-02-09,2015-08-21
13273,GNMA,ISHARES TRUST,GNMA,46429B33,2012-02-16,2024-12-31
13274,,MOTOR WHEEL CORP,,62099090,1925-12-31,1964-01-17
13275,,AMERICAN LEISURE CORP DE,AMCOA,02714820,1981-10-01,1984-07-06
13276,,HICKS ACQUISITION CO II INC,HKAC,42909010,2012-02-01,2012-07-13
13277,,HOME LOAN SERVICING SOLUTNS LTD,HLSS,G6648D10,2012-02-29,2015-04-28
13278,HMST,HOMESTREET INC,HMST,43785V10,2012-02-10,2024-12-31
13279,NUWE,NUWELLIS INC,NUWE,67113Y60,2012-02-16,2024-12-31
13280,,SYNACOR INC,SYNC,87156110,2012-02-10,2021-03-31
13281,,ALDERON IRON ORE CORP,AXX,01434T10,2012-03-09,2015-10-23
13282,,MULLINS MFG CORP,,62599090,1925-12-31,1956-01-30
13283,,AMERICAN LIST CORP,,02725810,1978-04-21,1997-07-11
13284,ALSN,ALLISON TRANSMISSION HLDGS INC,ALSN,01973R10,2012-03-15,2024-12-31
13285,,ANNIES INC,BNNY,03600T10,2012-03-28,2014-10-20
13286,BBDO,BANCO BRADESCO S A,BBDO,05946040,2012-03-13,2024-12-31
13287,,CLAYMORE E T F TRUST,BSCK,18383M51,2012-03-28,2018-04-06
13288,,CLAYMORE E T F TRUST,BSCJ,18383M52,2012-03-28,2018-04-06
13289,,CLAYMORE E T F TRUST,BSCI,18383M53,2012-03-28,2018-04-06
13290,,PREMIUMWEAR INC,WEAR,74090910,1925-12-31,2000-07-14
13291,,DAMON GROUP INC,DMNG,23574610,1982-02-19,1991-08-28
13292,,DEMANDWARE INC,DWRE,24802Y10,2012-03-15,2016-07-11
13293,QQQE,DIREXION SHARES E T F TRUST,QQQE,25459Y20,2012-03-21,2024-12-31
13294,,EXACTTARGET INC,ET,30064K10,2012-03-22,2013-07-11
13295,,EXCHANGE TRADED CONCEPTS TR,YMLP,30150510,2012-03-13,2016-02-19
13296,BWG,BRANDYWINEGLOBAL GL IN OP FD INC,BWG,10537L10,2012-03-28,2024-12-31
13297,,VANECK VECTORS E T F TRUST,IDXJ,92189F65,2012-03-21,2016-10-07
13298,,MILLENNIAL MEDIA INC,MM,60040N10,2012-03-29,2015-10-22
13299,,NATIONSTAR MORTGAGE HOLDINGS INC,NSM,63861C10,2012-03-08,2018-07-30
13300,BOND,PIMCO E T F TRUST,BOND,72201R77,2012-03-01,2024-12-31
13301,TTT,PROSHARES TRUST,TTT,74347G88,2012-03-29,2024-12-31
13302,RM,REGIONAL MANAGEMENT CORP,RM,75902K10,2012-03-28,2024-12-31
13303,NL,N L INDUSTRIES INC,NL,62915640,1925-12-31,2024-12-31
13304,,AMERICAN MANAGEMENT SYSTEMS INC,AMSY,02735210,1979-04-27,2004-05-03
13305,ZWS,ZURN ELKAY WATER SOLUTIONS CORP,ZWS,98983L10,2012-03-29,2024-12-31
13306,,RUSSELL E T F TRUST,DIVS,78247439,2012-03-15,2012-10-16
13307,,RUSSELL E T F TRUST,HDIV,78247441,2012-03-15,2012-10-16
13308,SJNK,SPDR SERIES TRUST,SJNK,78468R40,2012-03-15,2024-12-31
13309,,SELECT INCOME REIT,SIR,81618T10,2012-03-07,2018-12-31
13310,TAGS,TEUCRIUM COMMODITY TRUST,TAGS,88166A70,2012-03-28,2024-12-31
13311,,NABISCO INC,,62952710,1925-12-31,1981-07-02
13312,,AMERICAN MARINE INDS INC,,02737520,1972-12-14,1978-03-21
13314,,WORLDPAY INC,WP,98155810,2012-03-22,2019-07-30
13315,VIPS,VIPSHOP HOLDINGS LTD,VIPS,92763W10,2012-03-23,2024-12-31
13316,,VOCERA COMMUNICATIONS INC,VCRA,92857F10,2012-03-28,2022-02-22
13317,,WHITING U S A TRUST II,WHZ,96638810,2012-03-23,2016-01-05
13318,YELP,YELP INC,YELP,98581710,2012-03-02,2024-12-31
13319,,GASLOG LTD,GLOG,G3758510,2012-03-30,2021-06-08
13320,,AMERICAN REALTY CAPITAL TR INC,ARCT,02917L10,2012-03-01,2013-01-22
13321,CSTE,CAESARSTONE SDOT YAM LTD,CSTE,M2059810,2012-03-22,2024-12-31
13322,EMCB,WISDOMTREE TRUST,EMCB,97717X78,2012-03-08,2024-12-31
13323,ENPH,ENPHASE ENERGY INC,ENPH,29355A10,2012-03-30,2024-12-31
13324,GALT,GALECTIN THERAPEUTICS INC,GALT,36322520,2012-03-23,2024-12-31
13325,,MERRIMACK PHARMACEUTICALS INC,MACK,59032820,2012-03-29,2024-05-17
13326,MTSI,MACOM TECHNOLOGY SOLS HLDS INC,MTSI,55405Y10,2012-03-15,2024-12-31
13327,,NOVADAQ TECHNOLOGIES INC,NVDQ,66987G10,2012-03-01,2017-08-31
13328,HEAR,TURTLE BEACH CORP,HEAR,90045020,2012-03-22,2024-12-31
13329,,CAFEPRESS INC,PRSS,12769A10,2012-03-29,2018-11-08
13330,,SAEXPLORATION HOLDINGS INC,SAEX,78636X87,2012-03-29,2020-06-16
13331,,ACQUITY GROUP LTD,AQ,00489C10,2012-04-27,2013-07-08
